time_ns,avg_smoothed_helix
0.0,0.2330769230769231
0.001,0.22538461538461538
0.002,0.22538461538461538
0.003,0.22384615384615386
0.004,0.2192307692307692
0.005,0.21923076923076926
0.006,0.21538461538461537
0.007,0.21538461538461537
0.008,0.21076923076923076
0.009,0.20615384615384613
0.01,0.19846153846153847
0.011,0.2023076923076923
0.012,0.19846153846153847
0.013,0.19461538461538463
0.014,0.19692307692307692
0.015,0.1953846153846154
0.016,0.18384615384615385
0.017,0.18230769230769234
0.018,0.17923076923076925
0.019,0.1669230769230769
0.02,0.16230769230769232
0.021,0.15615384615384617
0.022,0.15076923076923077
0.023,0.14615384615384616
0.024,0.14076923076923076
0.025,0.13538461538461538
0.026,0.13461538461538464
0.027,0.1253846153846154
0.028,0.1253846153846154
0.029,0.12230769230769234
0.03,0.12230769230769234
0.031,0.11846153846153848
0.032,0.11461538461538463
0.033,0.10923076923076924
0.034,0.10307692307692311
0.035,0.09923076923076926
0.036,0.10230769230769232
0.037,0.10076923076923079
0.038,0.10230769230769232
0.039,0.10692307692307694
0.04,0.10692307692307694
0.041,0.10769230769230771
0.042,0.11230769230769233
0.043,0.11076923076923076
0.044,0.10999999999999999
0.045,0.11538461538461538
0.046,0.11615384615384614
0.047,0.12461538461538461
0.048,0.12538461538461537
0.049,0.12307692307692308
0.05,0.1276923076923077
0.051,0.1292307692307692
0.052,0.13230769230769232
0.053,0.13692307692307693
0.054,0.14076923076923076
0.055,0.13846153846153847
0.056,0.1430769230769231
0.057,0.14615384615384616
0.058,0.1476923076923077
0.059,0.14692307692307693
0.06,0.15307692307692308
0.061,0.15307692307692308
0.062,0.14461538461538462
0.063,0.15153846153846157
0.064,0.15461538461538463
0.065,0.15153846153846154
0.066,0.1546153846153846
0.067,0.14923076923076925
0.068,0.14307692307692307
0.069,0.1476923076923077
0.07,0.14461538461538462
0.071,0.13999999999999999
0.072,0.13846153846153847
0.073,0.13384615384615386
0.074,0.12846153846153846
0.075,0.1323076923076923
0.076,0.1292307692307692
0.077,0.12615384615384614
0.078,0.1253846153846154
0.079,0.12000000000000004
0.08,0.11230769230769233
0.081,0.11230769230769236
0.082,0.11461538461538465
0.083,0.10846153846153847
0.084,0.10000000000000002
0.085,0.10461538461538462
0.086,0.09846153846153848
0.087,0.09538461538461541
0.088,0.10076923076923079
0.089,0.09692307692307695
0.09,0.09846153846153848
0.091,0.10153846153846155
0.092,0.10307692307692307
0.093,0.10384615384615384
0.094,0.10846153846153847
0.095,0.10846153846153847
0.096,0.10615384615384618
0.097,0.10846153846153847
0.098,0.11307692307692312
0.099,0.11846153846153848
0.1,0.12076923076923078
0.101,0.12153846153846155
0.102,0.1238461538461539
0.103,0.12615384615384623
0.104,0.13307692307692312
0.105,0.1284615384615385
0.106,0.1307692307692308
0.107,0.13538461538461544
0.108,0.13461538461538466
0.109,0.13230769230769235
0.11,0.1307692307692308
0.111,0.12769230769230772
0.112,0.1253846153846154
0.113,0.12692307692307694
0.114,0.12461538461538464
0.115,0.12153846153846157
0.116,0.12384615384615387
0.117,0.12153846153846157
0.118,0.11692307692307695
0.119,0.11615384615384619
0.12,0.11692307692307695
0.121,0.11692307692307695
0.122,0.11461538461538465
0.123,0.11230769230769233
0.124,0.11230769230769233
0.125,0.11461538461538465
0.126,0.11461538461538465
0.127,0.11461538461538465
0.128,0.11461538461538465
0.129,0.11692307692307695
0.13,0.11846153846153848
0.131,0.12076923076923081
0.132,0.11846153846153848
0.133,0.12000000000000004
0.134,0.12000000000000004
0.135,0.12307692307692311
0.136,0.12769230769230772
0.137,0.13230769230769235
0.138,0.13230769230769235
0.139,0.13230769230769235
0.14,0.13153846153846158
0.141,0.13230769230769235
0.142,0.13461538461538464
0.143,0.13769230769230775
0.144,0.14000000000000004
0.145,0.13769230769230772
0.146,0.14230769230769233
0.147,0.14769230769230773
0.148,0.15307692307692314
0.149,0.15769230769230774
0.15,0.16000000000000003
0.151,0.16230769230769232
0.152,0.17230769230769233
0.153,0.17538461538461542
0.154,0.18461538461538465
0.155,0.18461538461538465
0.156,0.18692307692307697
0.157,0.18230769230769234
0.158,0.18000000000000002
0.159,0.18230769230769234
0.16,0.18461538461538465
0.161,0.18153846153846157
0.162,0.17923076923076925
0.163,0.1807692307692308
0.164,0.1807692307692308
0.165,0.19000000000000003
0.166,0.18769230769230774
0.167,0.18461538461538465
0.168,0.17692307692307693
0.169,0.17000000000000004
0.17,0.17000000000000004
0.171,0.17461538461538467
0.172,0.1761538461538462
0.173,0.18076923076923082
0.174,0.1761538461538462
0.175,0.17769230769230773
0.176,0.1707692307692308
0.177,0.18000000000000005
0.178,0.18923076923076926
0.179,0.18923076923076926
0.18,0.18461538461538465
0.181,0.1830769230769231
0.182,0.18615384615384617
0.183,0.18615384615384617
0.184,0.18153846153846157
0.185,0.17230769230769233
0.186,0.16769230769230772
0.187,0.1630769230769231
0.188,0.17076923076923078
0.189,0.18000000000000002
0.19,0.18000000000000002
0.191,0.17538461538461542
0.192,0.16615384615384618
0.193,0.16153846153846158
0.194,0.16153846153846158
0.195,0.16153846153846158
0.196,0.17076923076923084
0.197,0.17076923076923084
0.198,0.1661538461538462
0.199,0.17076923076923084
0.2,0.17538461538461542
0.201,0.1861538461538462
0.202,0.19230769230769235
0.203,0.19230769230769235
0.204,0.2015384615384616
0.205,0.20615384615384622
0.206,0.21076923076923082
0.207,0.21538461538461542
0.208,0.21230769230769236
0.209,0.20769230769230776
0.21,0.20769230769230776
0.211,0.20538461538461542
0.212,0.21000000000000005
0.213,0.21461538461538465
0.214,0.21923076923076928
0.215,0.21923076923076928
0.216,0.21461538461538465
0.217,0.21000000000000005
0.218,0.20538461538461542
0.219,0.2007692307692308
0.22,0.20538461538461542
0.221,0.20076923076923087
0.222,0.1961538461538462
0.223,0.20076923076923087
0.224,0.1961538461538462
0.225,0.1961538461538462
0.226,0.1938461538461539
0.227,0.1938461538461539
0.228,0.19846153846153852
0.229,0.19615384615384618
0.23,0.19615384615384618
0.231,0.19846153846153852
0.232,0.19846153846153852
0.233,0.19846153846153852
0.234,0.19615384615384618
0.235,0.19615384615384618
0.236,0.1915384615384616
0.237,0.18692307692307694
0.238,0.1915384615384616
0.239,0.18461538461538465
0.24,0.17538461538461542
0.241,0.17538461538461542
0.242,0.1684615384615385
0.243,0.1684615384615385
0.244,0.1638461538461539
0.245,0.1638461538461539
0.246,0.16153846153846155
0.247,0.15692307692307694
0.248,0.15230769230769234
0.249,0.15461538461538465
0.25,0.14769230769230773
0.251,0.14076923076923079
0.252,0.14076923076923079
0.253,0.13153846153846155
0.254,0.12923076923076923
0.255,0.12923076923076923
0.256,0.13384615384615386
0.257,0.13846153846153847
0.258,0.13846153846153847
0.259,0.1453846153846154
0.26,0.15000000000000005
0.261,0.14538461538461542
0.262,0.15230769230769234
0.263,0.14769230769230773
0.264,0.15230769230769234
0.265,0.15230769230769237
0.266,0.15692307692307697
0.267,0.1615384615384616
0.268,0.1638461538461539
0.269,0.16615384615384624
0.27,0.17307692307692313
0.271,0.18000000000000002
0.272,0.1830769230769231
0.273,0.18769230769230774
0.274,0.1861538461538462
0.275,0.18384615384615388
0.276,0.1861538461538462
0.277,0.18384615384615388
0.278,0.1815384615384616
0.279,0.1815384615384616
0.28,0.1815384615384616
0.281,0.1861538461538462
0.282,0.1838461538461539
0.283,0.1838461538461539
0.284,0.1884615384615385
0.285,0.1884615384615385
0.286,0.1884615384615385
0.287,0.1884615384615385
0.288,0.18615384615384623
0.289,0.1838461538461539
0.29,0.1838461538461539
0.291,0.1838461538461539
0.292,0.18076923076923085
0.293,0.18076923076923085
0.294,0.18230769230769236
0.295,0.18461538461538468
0.296,0.18230769230769236
0.297,0.18461538461538468
0.298,0.186923076923077
0.299,0.186923076923077
0.3,0.186923076923077
0.301,0.186923076923077
0.302,0.18923076923076929
0.303,0.18923076923076929
0.304,0.18461538461538468
0.305,0.18923076923076929
0.306,0.18923076923076929
0.307,0.18923076923076929
0.308,0.19384615384615392
0.309,0.19846153846153852
0.31,0.19846153846153852
0.311,0.19846153846153852
0.312,0.20307692307692315
0.313,0.20307692307692315
0.314,0.2007692307692308
0.315,0.20538461538461544
0.316,0.20538461538461544
0.317,0.21000000000000005
0.318,0.20769230769230776
0.319,0.20769230769230776
0.32,0.21230769230769236
0.321,0.21076923076923082
0.322,0.21076923076923082
0.323,0.20846153846153853
0.324,0.2130769230769231
0.325,0.206923076923077
0.326,0.206923076923077
0.327,0.206923076923077
0.328,0.20230769230769238
0.329,0.19769230769230775
0.33,0.20230769230769236
0.331,0.2115384615384616
0.332,0.2115384615384616
0.333,0.2161538461538462
0.334,0.22307692307692312
0.335,0.22307692307692312
0.336,0.22307692307692312
0.337,0.21846153846153848
0.338,0.22076923076923088
0.339,0.22076923076923088
0.34,0.21615384615384622
0.341,0.2223076923076924
0.342,0.22230769230769237
0.343,0.22769230769230772
0.344,0.22769230769230772
0.345,0.22923076923076927
0.346,0.22923076923076927
0.347,0.2292307692307693
0.348,0.2292307692307693
0.349,0.2292307692307693
0.35,0.22461538461538466
0.351,0.21538461538461542
0.352,0.21076923076923082
0.353,0.20615384615384622
0.354,0.20153846153846158
0.355,0.19692307692307698
0.356,0.19692307692307698
0.357,0.19692307692307698
0.358,0.2015384615384616
0.359,0.20615384615384622
0.36,0.21076923076923082
0.361,0.21076923076923082
0.362,0.21076923076923082
0.363,0.20769230769230776
0.364,0.20153846153846158
0.365,0.20153846153846158
0.366,0.20153846153846158
0.367,0.2061538461538462
0.368,0.20615384615384622
0.369,0.21076923076923082
0.37,0.21000000000000005
0.371,0.20923076923076928
0.372,0.20846153846153848
0.373,0.2076923076923077
0.374,0.21230769230769236
0.375,0.21230769230769236
0.376,0.21230769230769236
0.377,0.2215384615384616
0.378,0.2215384615384616
0.379,0.216923076923077
0.38,0.21461538461538465
0.381,0.21000000000000005
0.382,0.21000000000000005
0.383,0.21000000000000005
0.384,0.2115384615384616
0.385,0.2115384615384616
0.386,0.2115384615384616
0.387,0.2115384615384616
0.388,0.2161538461538462
0.389,0.21846153846153848
0.39,0.22153846153846155
0.391,0.22615384615384623
0.392,0.23076923076923084
0.393,0.2330769230769231
0.394,0.23384615384615387
0.395,0.24000000000000005
0.396,0.2430769230769231
0.397,0.2338461538461539
0.398,0.23076923076923084
0.399,0.23307692307692313
0.4,0.23076923076923084
0.401,0.23076923076923084
0.402,0.23307692307692313
0.403,0.23461538461538467
0.404,0.23461538461538467
0.405,0.23461538461538467
0.406,0.23461538461538467
0.407,0.23000000000000007
0.408,0.22461538461538472
0.409,0.21692307692307694
0.41,0.21692307692307694
0.411,0.2130769230769231
0.412,0.21076923076923082
0.413,0.20923076923076928
0.414,0.2030769230769231
0.415,0.19461538461538466
0.416,0.1915384615384616
0.417,0.19307692307692312
0.418,0.1915384615384616
0.419,0.18923076923076926
0.42,0.1915384615384616
0.421,0.19076923076923083
0.422,0.18769230769230774
0.423,0.1876923076923077
0.424,0.19000000000000003
0.425,0.18923076923076926
0.426,0.1884615384615385
0.427,0.1884615384615385
0.428,0.19153846153846157
0.429,0.19384615384615386
0.43,0.1938461538461539
0.431,0.1938461538461539
0.432,0.19153846153846157
0.433,0.1930769230769231
0.434,0.19384615384615386
0.435,0.1984615384615385
0.436,0.1984615384615385
0.437,0.19923076923076927
0.438,0.2007692307692308
0.439,0.2007692307692308
0.44,0.1984615384615385
0.441,0.20153846153846158
0.442,0.20538461538461544
0.443,0.206923076923077
0.444,0.2046153846153847
0.445,0.20538461538461544
0.446,0.20615384615384622
0.447,0.20846153846153853
0.448,0.20769230769230776
0.449,0.20615384615384622
0.45,0.20615384615384622
0.451,0.20538461538461544
